"Rk","Gtm","Date","X","Opp","Rslt","IP","H","R","ER","UER","BB","SO","HR","HBP","ERA","BF","Pit","Str","IR","IS","SB","CS","AB","X2B","X3B","IBB","SH","SF","ROE","GDP","X.","Umpire","Pitchers.Used..Rest.GameScore.Dec.","Team","Year"
"17","17","Apr 20","@","OAK","W,5-3","9.0","12","3","3","0","5","6","1","1","5.42","45","171","108","6","0","0","0","39","2","0","0","0","0","0","0","4","Mike DiMuro","C.Buchholz (99-50-W), D.Bard (99-H), B.Jenks (99), J.Papelbon (99-Sv)","BOS",2011
"18","18","Apr 21","@","LAA","W,4-2","11.0","4","2","2","0","2","7","1","0","5.16","38","162","107","0","0","0","0","36","1","0","0","0","0","0","0","4","Brian Gorman","J.Beckett (99-71), D.Bard (99), B.Jenks (99-W), J.Papelbon (99-Sv)","BOS",2011
"19","19","Apr 22","@","LAA","W,4-3","9.0","9","3","2","1","3","9","0","0","4.99","38","169","109","0","0","3","0","35","2","0","0","0","0","0","1","4","Larry Vanover","J.Lester (99-70-W), M.Albers (99), B.Jenks (99-H), J.Papelbon (99-Sv)","BOS",2011
"20","20","Apr 23","@","LAA","W,5-0","9.0","2","0","0","0","3","11","0","0","4.73","32","128","89","0","0","0","0","29","0","0","0","0","0","0","0","2","Tony Randazzo","D.Matsuzaka (99-86-W), D.Bard (99)","BOS",2011
"21","21","Apr 24","@","LAA","W,7-0","9.0","6","0","0","0","1","7","0","1","4.50","35","118","80","0","0","0","0","33","0","0","0","0","0","0","1","2","Dan Bellino","J.Lackey (99-75-W), D.Wheeler (99)","BOS",2011
"22","22","Apr 26","@","BAL","L,1-4","8.0","12","4","4","0","3","6","0","0","4.50","39","126","79","2","0","0","0","33","2","0","1","0","3","0","0","3","Lance Barksdale","C.Buchholz (99-37-L), H.Okajima (99), M.Albers (99)","BOS",2011
"23","23","Apr 27","@","BAL","L,4-5","8.0","10","5","4","1","0","6","2","0","4.50","33","120","80","0","0","0","0","32","2","0","0","0","1","0","0","3","Fieldin Culbreth","J.Beckett (99-46), T.Wakefield (99), D.Bard (99-L)","BOS",2011
"24","24","Apr 28","@","BAL","W,6-2","9.0","4","2","2","0","3","6","1","0","4.39","33","122","74","0","0","1","0","30","1","0","0","0","0","0","1","2","Adrian Johnson","J.Lester (99-68-W), J.Papelbon (99)","BOS",2011
"25","25","Apr 29","","SEA","L,4-5","9.0","7","5","3","2","8","7","0","0","4.33","41","163","93","1","1","1","0","32","2","0","0","1","0","0","1","5","Sam Holbrook","D.Matsuzaka (99-48), M.Albers (99), B.Jenks (99-BL), H.Okajima (99), D.Bard (99)","BOS",2011
"26","26","Apr 30","","SEA","L,0-2","9.0","8","2","2","0","4","5","0","0","4.24","39","150","86","0","0","2","0","33","1","0","0","1","1","0","0","3","Greg Gibson","J.Lackey (99-49-L), H.Okajima (99), D.Wheeler (99)","BOS",2011
"27","27","May 1","","SEA","W,3-2","9.0","4","2","2","0","4","5","0","0","4.16","35","131","84","1","1","0","1","31","1","0","0","0","0","1","0","4","Todd Tichenor","T.Wakefield (99-61), B.Jenks (99-BSv), M.Albers (99), J.Papelbon (99-W)","BOS",2011
"28","28","May 2","","LAA","W,9-5","9.0","13","5","5","0","2","3","1","0","4.19","39","150","97","2","1","2","0","37","3","0","0","0","0","0","2","4","Scott Barry","C.Buchholz (99-50-W), D.Bard (99-H), D.Wheeler (99), H.Okajima (99)","BOS",2011
"29","29","May 3","","LAA","W,7-3","9.0","9","3","3","0","1","12","1","0","4.15","36","126","90","0","0","0","0","34","2","0","0","0","1","0","0","3","John Hirschbeck","J.Lester (99-71-W), D.Bard (99-H), J.Papelbon (99)","BOS",2011
"30","30","May 4","","LAA","L,3-5","13.0","12","5","5","0","8","12","1","0","4.11","57","225","136","3","1","1","1","48","3","0","0","0","1","0","1","8","Wally Bell","J.Beckett (99-61), M.Albers (99), D.Wheeler (99), H.Okajima (99), T.Wakefield (99), J.Papelbon (99), D.Bard (99), D.Matsuzaka (99-L)","BOS",2011
"31","31","May 5","","LAA","L,0-11","9.0","18","11","11","0","4","5","1","1","4.34","48","180","117","1","0","4","1","43","4","0","0","0","0","0","0","3","Laz Diaz","J.Lackey (99-8-L), S.Atchison (99), R.Hill (99)","BOS",2011
"32","32","May 6","","MIN","L,2-9","9.0","12","9","7","2","5","3","1","0","4.42","43","151","96","2","2","1","0","38","2","0","0","0","0","1","2","2","Angel Hernandez","T.Wakefield (99-14-L), A.Aceves (99)","BOS",2011
"33","33","May 7","","MIN","W,4-0","9.0","3","0","0","0","2","10","0","1","4.29","32","117","78","0","0","0","0","29","0","0","0","0","0","1","1","5","Paul Schrieber","C.Buchholz (99-68-W), R.Hill (99-H), M.Albers (99-H), D.Bard (99-H), J.Papelbon (99)","BOS",2011
"34","34","May 8","","MIN","W,9-5","9.0","8","5","5","0","2","8","1","0","4.31","36","147","89","0","0","2","0","34","1","0","0","0","0","0","1","3","Chad Fairchild","D.Matsuzaka (99-48-W), M.Albers (99-H), D.Bard (99)","BOS",2011
"35","35","May 9","","MIN","W,2-1","11.0","10","1","1","0","3","9","0","0","4.18","44","184","123","1","1","3","0","41","0","0","0","0","0","0","2","4","Joe West","J.Beckett (99-69), A.Aceves (99-H), J.Papelbon (99-BSv), H.Okajima (99-W)","BOS",2011
"36","36","May 10","@","TOR","L,6-7","9.2","9","7","7","0","7","9","3","2","4.25","46","191","117","2","0","2","1","36","1","1","0","0","1","0","0","5","Paul Emmel","J.Lester (99-34), R.Hill (99), A.Aceves (99), D.Bard (99), M.Albers (99-L)","BOS",2011
"37","37","May 11","@","TOR","L,3-9","8.0","12","9","9","0","5","4","1","1","4.40","42","150","89","2","2","3","0","35","2","0","0","0","1","0","0","2","Gary Darling","J.Lackey (99-16-L), T.Wakefield (99)","BOS",2011
"38","38","May 13","@","NYY","W,5-4","9.0","8","4","4","0","2","9","1","1","4.39","39","152","89","0","0","2","0","36","1","1","0","0","0","1","0","3","Chris Guccione","C.Buchholz (99-65-W), D.Bard (99-H), J.Papelbon (99-Sv)","BOS",2011
"39","39","May 14","@","NYY","W,6-0","9.0","7","0","0","0","3","13","0","0","4.27","37","157","99","0","0","1","0","34","1","0","0","0","0","0","0","3","Mike Winters","J.Beckett (99-71-W), M.Albers (99), R.Hill (99)","BOS",2011
"40","40","May 15","@","NYY","W,7-5","9.0","6","5","4","1","7","9","2","1","4.27","40","166","94","1","0","0","1","32","1","0","1","0","0","0","0","4","Mike Everitt","J.Lester (99-49-W), A.Aceves (99-H), D.Bard (99-H), J.Papelbon (99-Sv)","BOS",2011
"41","41","May 16","","BAL","W,8-7","9.0","10","7","7","0","8","6","1","0","4.33","45","177","103","2","2","4","0","36","3","0","0","0","1","0","0","3","Adrian Johnson","D.Matsuzaka (99-28), S.Atchison (99), A.Aceves (99-W)","BOS",2011
"42","42","May 18","","DET","W,1-0","9.0","5","0","0","0","1","10","0","2","4.23","35","162","104","0","0","0","0","31","4","0","0","1","0","0","0","3","Fieldin Culbreth","C.Buchholz (99-75), D.Bard (99-W), J.Papelbon (99-Sv)","BOS",2011
"43","43","May 19","","DET","W,4-3","9.0","10","3","3","0","3","8","2","0","4.20","40","139","90","0","0","0","0","37","0","0","0","0","0","1","1","4","Gary Cederstrom","J.Beckett (99-59), M.Albers (99-H), D.Bard (99-BSv), J.Papelbon (99-W)","BOS",2011
"44","44","May 20","","CHC","W,15-5","9.0","12","5","5","0","2","8","0","2","4.22","42","137","97","0","0","0","0","38","3","0","0","0","0","0","1","2","Brian O'Nora","J.Lester (99-31-W), S.Atchison (99-Sv)","BOS",2011
"45","45","May 21","","CHC","L,3-9","9.0","9","9","6","3","6","7","0","2","4.26","43","186","120","2","2","1","1","35","4","0","0","0","0","1","1","5","Alfonso Marquez","A.Aceves (99-57), D.Wheeler (99-H), R.Hill (99-H), M.Albers (99-BL), F.Morales (99)","BOS",2011
"46","46","May 22","","CHC","W,5-1","9.0","5","1","1","0","0","7","0","0","4.19","32","114","82","1","0","0","0","32","3","0","0","0","0","0","1","3","Ed Hickox","T.Wakefield (99-65-W), D.Bard (99-H), J.Papelbon (99)","BOS",2011
"47","47","May 23","@","CLE","L,2-3","8.0","6","3","3","0","2","5","1","0","4.17","30","109","66","2","1","1","1","28","2","0","0","0","0","0","1","3","Paul Emmel","C.Buchholz (99-64), D.Bard (99-BL), R.Hill (99)","BOS",2011
"48","48","May 24","@","CLE","W,4-2","9.0","6","2","2","0","4","7","1","1","4.13","34","153","96","2","0","1","2","29","0","0","0","0","0","0","0","3","Rob Drake","J.Beckett (99-63-W), R.Hill (99-H), J.Papelbon (99-Sv)","BOS",2011
"49","49","May 25","@","CLE","W,14-2","9.0","7","2","2","0","1","10","0","1","4.08","35","145","97","0","0","0","0","33","3","0","0","0","0","0","1","4","David Rackley","J.Lester (99-72-W), D.Wheeler (99), F.Morales (99), S.Atchison (99)","BOS",2011
"50","50","May 26","@","DET","W,14-1","7.0","5","1","1","0","2","7","0","1","4.04","29","108","72","0","0","1","0","26","1","0","0","0","0","0","0","3","Eric Cooper","A.Aceves (99-62-W), M.Albers (99), S.Atchison (99)","BOS",2011
"51","51","May 27","@","DET","W,6-3","9.0","7","3","3","0","2","5","1","0","4.02","36","107","76","0","0","1","0","33","1","0","0","1","0","0","0","3","Mark Carlson","T.Wakefield (99-59-W), D.Bard (99), J.Papelbon (99)","BOS",2011
"52","52","May 29(1)","@","DET","W,4-3","9.0","6","3","3","0","2","7","2","0","4.00","35","139","93","0","0","0","0","33","1","0","0","0","0","0","0","3","Tim Timmons","C.Buchholz (99-50), M.Albers (99-W), J.Papelbon (99-Sv)","BOS",2011
"53","53","May 29(2)","@","DET","L,0-3","8.0","7","3","3","0","5","8","0","0","3.99","34","134","84","0","0","0","0","29","2","0","0","0","0","0","2","3","Alan Porter","J.Beckett (99-54-L), R.Hill (99), S.Atchison (99)","BOS",2011
"54","54","May 30","","CHW","L,3-7","9.0","12","7","7","0","5","7","1","2","4.04","44","188","112","2","2","1","1","37","1","0","0","0","0","0","1","3","Marty Foster","J.Lester (99-25-L), D.Wheeler (99), M.Bowden (99)","BOS",2011
"55","55","May 31","","CHW","L,7-10","9.0","15","10","8","2","4","1","0","1","4.12","45","142","92","2","2","0","0","38","3","0","0","1","1","1","1","4","Bill Welke","A.Aceves (99-21-L), S.Atchison (99), B.Jenks (99), D.Wheeler (99)","BOS",2011
"56","56","Jun 1","","CHW","L,4-7","9.0","12","7","7","0","2","8","2","1","4.17","42","153","102","5","0","1","0","39","3","0","0","0","0","0","0","5","Tim Tschida","T.Wakefield (99-45), M.Albers (99-L), R.Hill (99), D.Bard (99), J.Papelbon (99)","BOS",2011
"57","57","Jun 3","","OAK","W,8-6","9.0","11","6","5","1","3","7","0","0","4.18","40","153","98","2","0","1","0","37","2","0","0","0","0","0","1","6","Dan Bellino","C.Buchholz (99-29), S.Atchison (99), T.Hottovy (99), B.Jenks (99-W), D.Bard (99-H), J.Papelbon (99-Sv)","BOS",2011
"58","58","Jun 4","","OAK","W,9-8","14.0","14","8","7","1","6","11","0","1","4.19","61","237","146","5","1","0","0","52","2","0","0","0","2","1","3","7","Tony Randazzo","J.Beckett (99-53), M.Albers (99-H), T.Hottovy (99-H), D.Bard (99-H), J.Papelbon (99), B.Jenks (99), A.Aceves (99-W)","BOS",2011
"59","59","Jun 5","","OAK","W,6-3","9.0","5","3","3","0","3","4","1","3","4.17","36","137","81","2","1","2","0","30","1","0","0","0","0","0","2","5","Larry Vanover","J.Lackey (99-51-W), M.Albers (99-H), T.Hottovy (99-H), D.Wheeler (99-H), D.Bard (99-Sv)","BOS",2011
"60","60","Jun 7","@","NYY","W,6-4","9.0","9","4","4","0","3","8","0","2","4.17","40","163","93","1","0","0","0","35","1","0","0","0","0","0","1","5","Jerry Layne","J.Lester (99-48-W), B.Jenks (99), M.Albers (99-H), D.Bard (99-H), J.Papelbon (99-Sv)","BOS",2011
"61","61","Jun 8","@","NYY","W,11-6","9.0","9","6","6","0","4","7","1","1","4.20","40","150","93","2","1","1","0","34","2","0","0","0","1","0","1","2","Bob Davidson","T.Wakefield (99-38-W), A.Aceves (99-Sv)","BOS",2011
"62","62","Jun 9","@","NYY","W,8-3","9.0","6","3","3","0","3","7","1","3","4.18","38","140","88","0","0","1","1","32","2","0","0","0","0","1","1","3","Hunter Wendelstedt","J.Beckett (99-65-W), M.Albers (99), D.Wheeler (99)","BOS",2011
"63","63","Jun 10","@","TOR","W,5-1","9.0","4","1","1","0","2","9","0","0","4.13","35","129","83","0","0","1","0","32","0","0","0","0","1","2","0","3","Tim Timmons","C.Buchholz (99-71-W), D.Bard (99-H), J.Papelbon (99)","BOS",2011
"64","64","Jun 11","@","TOR","W,16-4","9.0","6","4","4","0","5","9","1","0","4.13","38","161","94","0","0","0","0","33","3","0","0","0","0","0","0","4","Mark Carlson","J.Lackey (99-50-W), D.Wheeler (99), T.Hottovy (99), M.Bowden (99)","BOS",2011
"65","65","Jun 12","@","TOR","W,14-1","9.0","2","1","1","0","1","8","1","0","4.08","30","111","75","0","0","0","0","29","0","0","0","0","0","0","0","2","Jeff Kellogg","J.Lester (99-81-W), M.Bowden (99)","BOS",2011
"66","66","Jun 14","@","TBR","L,0-4","8.0","7","4","3","1","5","2","1","1","4.07","35","140","83","2","1","0","0","29","2","0","0","0","0","0","1","3","David Rackley","T.Wakefield (99-60-L), T.Hottovy (99), A.Aceves (99)","BOS",2011
"67","67","Jun 15","@","TBR","W,3-0","9.0","1","0","0","0","0","6","0","0","4.01","28","97","68","","","0","0","28","0","0","0","0","0","0","0","1","Rob Drake","J.Beckett (99-91-W)","BOS",2011
"68","68","Jun 16","@","TBR","W,4-2","9.0","6","2","2","0","3","7","1","0","3.98","36","143","91","1","0","2","0","33","2","0","0","0","0","0","0","4","Gary Darling","C.Buchholz (99-61-W), A.Aceves (99-H), D.Bard (99-H), J.Papelbon (99-Sv)","BOS",2011
"69","69","Jun 17","","MIL","W,10-4","9.0","8","4","4","0","0","7","0","0","3.98","33","123","89","0","0","0","0","33","1","0","0","0","0","0","1","2","Tom Hallion","J.Lackey (99-55-W), M.Albers (99)","BOS",2011
"70","70","Jun 18","","MIL","L,2-4","9.0","8","4","3","1","3","8","3","0","3.97","36","132","85","2","0","0","1","33","3","0","0","0","0","0","0","4","Phil Cuzzi","J.Lester (99-59-L), D.Wheeler (99), T.Hottovy (99), M.Bowden (99)","BOS",2011
"71","71","Jun 19","","MIL","W,12-3","9.0","4","3","3","0","1","7","2","0","3.95","33","115","87","0","0","0","0","32","1","0","0","0","0","1","0","2","Bill Miller","T.Wakefield (99-69-W), D.Wheeler (99)","BOS",2011
"72","72","Jun 20","","SDP","W,14-5","9.0","13","5","5","0","4","8","1","0","3.97","43","153","97","1","0","0","0","39","2","1","0","0","0","0","1","4","Ed Rapuano","A.Miller (99-46), M.Albers (99-W), M.Bowden (99), T.Hottovy (99)","BOS",2011
"73","73","Jun 21","","SDP","L,4-5","9.0","7","5","5","0","8","5","0","1","3.98","43","153","87","3","1","1","0","33","3","0","1","1","0","0","0","4","Brian O'Nora","A.Aceves (99-41), D.Wheeler (99-L), D.Bard (99), J.Papelbon (99)","BOS",2011
"74","74","Jun 22","","SDP","L,1-5","8.0","7","5","5","0","5","8","1","2","4.00","39","152","99","2","0","2","1","32","0","0","0","0","0","2","0","4","Alfonso Marquez","J.Lackey (99-32-L), M.Bowden (99), M.Albers (99), D.Wheeler (99)","BOS",2011
"75","75","Jun 24","@","PIT","L,1-3","8.0","9","3","2","1","1","7","0","1","3.98","34","136","87","1","0","0","0","31","1","1","0","1","0","1","2","4","Todd Tichenor","J.Lester (99-50-L), M.Albers (99), T.Hottovy (99), D.Wheeler (99)","BOS",2011
"76","76","Jun 25","@","PIT","L,4-6","8.0","8","6","6","0","7","4","2","0","4.01","38","129","72","1","0","1","1","31","2","0","1","0","0","1","1","3","Gerry Davis","T.Wakefield (99-36-L), M.Albers (99), D.Bard (99)","BOS",2011
"77","77","Jun 26","@","PIT","W,4-2","9.0","5","2","1","1","3","6","0","1","3.97","37","145","94","0","0","0","0","32","0","0","0","0","1","2","0","4","Greg Gibson","A.Miller (99-58-W), A.Aceves (99-H), D.Bard (99-H), J.Papelbon (99-Sv)","BOS",2011
"78","78","Jun 28","@","PHI","L,0-5","8.0","6","5","5","0","2","5","2","0","3.99","32","123","78","0","0","1","0","28","1","0","0","1","1","0","0","3","Derryl Cousins","J.Beckett (99-42-L), F.Morales (99), B.Jenks (99)","BOS",2011
"79","79","Jun 29","@","PHI","L,1-2","8.0","8","2","2","0","1","5","1","0","3.97","31","93","67","1","0","2","0","30","2","1","0","0","0","0","2","2","Ron Kulpa","J.Lackey (99-59-L), F.Morales (99)","BOS",2011
"80","80","Jun 30","@","PHI","W,5-2","9.0","4","2","2","0","3","7","1","0","3.95","34","147","94","1","0","2","0","31","0","0","0","0","0","0","0","4","Jim Wolf","J.Lester (99-76-W), D.Bard (99), B.Jenks (99), J.Papelbon (99-Sv)","BOS",2011
"81","81","Jul 1","@","HOU","W,7-5","9.0","13","5","5","0","0","4","0","0","3.96","40","131","99","2","0","1","0","38","4","0","0","1","1","0","0","6","Laz Diaz","T.Wakefield (99-26), D.Wheeler (99-W), M.Albers (99-H), F.Morales (99-H), D.Bard (99-H), J.Papelbon (99-Sv)","BOS",2011
"82","82","Jul 2","@","HOU","W,10-4","9.0","11","4","4","0","4","4","1","0","3.96","39","146","93","3","1","0","0","35","0","1","0","0","0","0","3","5","Cory Blaser","A.Miller (99-51-W), A.Aceves (99-H), D.Bard (99-H), B.Jenks (99), D.Wheeler (99)","BOS",2011
"83","83","Jul 3","@","HOU","W,2-1","9.0","6","1","1","0","0","14","0","1","3.92","34","122","82","0","0","1","0","32","1","0","0","1","0","0","0","2","Scott Barry","J.Beckett (99-79-W), J.Papelbon (99-Sv)","BOS",2011
"84","84","Jul 4","","TOR","L,7-9","9.0","13","9","8","1","3","3","1","0","3.97","43","165","102","2","0","1","0","39","5","0","0","1","0","1","0","5","Jerry Layne","J.Lackey (99-13-L), D.Wheeler (99), A.Aceves (99), F.Morales (99), M.Albers (99)","BOS",2011
"85","85","Jul 5","","TOR","W,3-2","9.0","6","2","2","0","4","9","1","0","3.95","35","131","91","0","0","0","1","31","0","0","0","0","0","0","0","5","Brian Knight","J.Lester (99-66), M.Albers (99-W), F.Morales (99-H), D.Bard (99-H), J.Papelbon (99-Sv)","BOS",2011
"86","86","Jul 6","","TOR","W,6-4","9.0","10","4","4","0","1","12","0","1","3.95","38","139","100","0","0","0","1","35","2","0","0","0","1","0","0","4","Tim McClelland","T.Wakefield (99-53-W), D.Bard (99-H), D.Wheeler (99-H), J.Papelbon (99-Sv)","BOS",2011
"87","87","Jul 7","","BAL","W,10-4","9.0","8","4","4","0","4","1","0","0","3.95","38","141","86","0","0","1","0","32","1","0","0","1","1","1","2","4","Bill Welke","A.Miller (99-39-W), A.Aceves (99-H), S.Atchison (99), B.Jenks (99)","BOS",2011
"88","88","Jul 8","","BAL","W,10-3","9.0","8","3","3","0","3","9","1","0","3.94","36","121","87","0","0","0","0","33","2","0","0","0","0","0","2","4","Mike Estabrook","J.Beckett (99-42-W), M.Albers (99), D.Wheeler (99), S.Atchison (99)","BOS",2011
"89","89","Jul 9","","BAL","W,4-0","9.0","4","0","0","0","1","10","0","2","3.90","33","139","91","2","0","1","1","30","0","0","0","0","0","0","1","3","Jeff Nelson","J.Lackey (99-74-W), D.Bard (99-H), J.Papelbon (99)","BOS",2011
"90","90","Jul 10","","BAL","W,8-6","9.0","8","6","6","0","3","9","1","2","3.92","38","146","86","2","0","0","1","33","1","1","0","0","0","0","1","4","Marty Foster","K.Weiland (99-22), A.Aceves (99-W), D.Bard (99-H), J.Papelbon (99-Sv)","BOS",2011
"91","91","Jul 15","@","TBR","L,6-9","8.0","11","9","9","0","7","3","2","0","3.98","43","188","118","3","1","0","0","35","1","0","0","1","0","0","0","5","Mike DiMuro","A.Miller (99-15-L), A.Aceves (99), D.Wheeler (99), F.Morales (99), M.Albers (99)","BOS",2011
"92","92","Jul 16","@","TBR","W,9-5","9.0","13","5","4","1","1","10","1","1","3.98","42","151","102","2","0","3","0","40","1","1","0","0","0","2","2","4","Jim Reynolds","J.Lackey (99-41-W), R.Williams (99-H), D.Bard (99-H), J.Papelbon (99)","BOS",2011
"93","93","Jul 17","@","TBR","W,1-0","16.0","3","0","0","0","1","13","0","2","3.90","54","210","142","1","0","1","0","50","0","0","0","1","0","0","0","6","Chad Fairchild","J.Beckett (99-86), D.Bard (99), M.Albers (99), F.Morales (99), A.Aceves (99-W), J.Papelbon (99-Sv)","BOS",2011
"94","94","Jul 18","@","BAL","W,15-10","9.0","12","10","6","4","4","10","2","0","3.93","43","180","113","2","0","0","1","39","1","1","0","0","0","0","0","4","Chris Guccione","T.Wakefield (99-27), D.Wheeler (99-W), R.Williams (99), F.Morales (99)","BOS",2011
"95","95","Jul 19","@","BAL","L,2-6","8.0","8","6","6","0","4","3","2","0","3.95","35","135","83","0","0","0","0","31","1","0","0","0","0","0","1","2","Mike Muchlinski","K.Weiland (99-47-L), A.Aceves (99)","BOS",2011
"96","96","Jul 20","@","BAL","W,4-0","9.0","2","0","0","0","6","6","0","0","3.91","34","138","87","2","0","0","0","28","0","0","0","0","0","0","1","4","Mike Winters","A.Miller (99-62-W), M.Albers (99-H), D.Bard (99), J.Papelbon (99)","BOS",2011
"97","97","Jul 22","","SEA","W,7-4","9.0","11","4","4","0","1","6","1","0","3.91","39","136","88","1","0","3","0","38","3","0","0","0","0","0","0","4","Eric Cooper","J.Lackey (99-61-W), F.Morales (99), D.Bard (99-H), J.Papelbon (99-Sv)","BOS",2011
"98","98","Jul 23","","SEA","W,3-1","9.0","9","1","1","0","2","9","1","0","3.88","39","154","103","0","0","2","0","36","1","0","0","1","0","0","0","3","Tim Timmons","J.Beckett (99-65-W), D.Bard (99-H), J.Papelbon (99-Sv)","BOS",2011
