"Rk","Gtm","Date","X","Opp","Rslt","IP","H","R","ER","UER","BB","SO","HR","HBP","ERA","BF","Pit","Str","IR","IS","SB","CS","AB","X2B","X3B","IBB","SH","SF","ROE","GDP","X.","Umpire","Pitchers.Used..Rest.GameScore.Dec.","Team","Year"
"65","65","Jun 10","@","TBR","W,10-8","14.0","17","8","8","0","5","7","4","1","3.81","63","222","144","2","0","1","0","57","3","0","0","0","0","0","2","8","Tom Hallion","J.Lackey (99-34), C.Breslow (99-H), A.Miller (99-H), J.Tazawa (99-BSv), C.Mortensen (99), A.Bailey (99-BSv), K.Uehara (99), F.Morales (99-W)","BOS",2013
"66","66","Jun 11","@","TBR","L,3-8","8.0","10","8","8","0","10","6","4","0","3.88","41","150","80","0","0","1","2","31","0","0","0","0","0","0","1","2","Chris Guccione","J.Lester (99-16-L), J.De La Torre (99)","BOS",2013
"67","67","Jun 12","@","TBR","W,2-1","9.0","6","1","1","0","4","10","1","0","3.84","35","132","84","1","0","1","0","31","2","0","0","0","0","0","1","5","Ron Kulpa","A.Aceves (99-59-W), J.Tazawa (99-H), C.Breslow (99-H), K.Uehara (99-H), A.Bailey (99-Sv)","BOS",2013
"68","68","Jun 13","@","BAL","L,4-5","12.2","12","5","4","1","5","13","1","3","3.82","59","220","139","3","0","0","0","50","3","0","0","1","0","1","0","6","Jim Joyce","F.Doubront (99-40), F.Morales (99), A.Miller (99), J.Tazawa (99), C.Breslow (99), A.Wilson (99-L)","BOS",2013
"69","69","Jun 14","@","BAL","L,0-2","8.0","5","2","2","0","5","5","1","0","3.80","34","125","72","3","0","1","0","29","2","0","1","0","0","0","0","2","Cory Blaser","R.Dempster (99-60-L), K.Uehara (99)","BOS",2013
"70","70","Jun 15","@","BAL","W,5-4","9.0","10","4","4","0","1","8","1","0","3.80","35","136","86","0","0","0","2","34","1","0","0","0","0","1","0","3","Jeff Nelson","J.Lackey (99-58-W), K.Uehara (99-H), A.Bailey (99-Sv)","BOS",2013
"71","71","Jun 16","@","BAL","L,3-6","8.0","14","6","6","0","0","11","1","0","3.84","38","148","106","2","0","0","0","37","6","0","0","1","0","0","0","4","David Rackley","J.Lester (99-37-L), P.Beato (99), J.Tazawa (99), A.Miller (99)","BOS",2013
"72","72","Jun 18(1)","","TBR","W,5-1","9.0","6","1","1","0","4","7","0","0","3.80","36","150","96","0","0","0","0","32","3","0","0","0","0","0","1","5","Gerry Davis","A.Aceves (99-56-W), J.Tazawa (99-H), A.Miller (99), K.Uehara (99), C.Breslow (99)","BOS",2013
"73","73","Jun 18(2)","","TBR","W,3-1","9.0","4","1","1","0","1","6","1","0","3.76","31","111","67","0","0","0","0","30","0","0","0","0","0","0","1","2","Brian Knight","F.Doubront (99-82), A.Bailey (99-BW)","BOS",2013
"74","74","Jun 19","","TBR","L,2-6","9.0","15","6","6","0","2","6","1","0","3.79","43","166","106","2","2","0","0","40","2","0","0","0","1","0","1","5","Dan Iassogna","R.Dempster (99-45-L), C.Breslow (99), A.Wilson (99), F.Morales (99), P.Beato (99)","BOS",2013
"75","75","Jun 20","@","DET","L,3-4","8.0","8","4","4","0","2","6","1","0","3.80","33","117","77","0","0","0","0","31","2","0","0","0","0","0","1","3","Scott Barry","J.Lackey (99-59), K.Uehara (99-H), A.Bailey (99-BL)","BOS",2013
"76","76","Jun 21","@","DET","W,10-6","9.0","11","6","6","0","5","4","2","0","3.83","41","158","94","2","0","0","0","36","1","0","0","0","0","0","2","4","Mike DiMuro","J.Lester (99-31-W), J.Tazawa (99-H), C.Breslow (99-H), A.Miller (99)","BOS",2013
"77","77","Jun 22","@","DET","L,3-10","8.0","15","10","10","0","5","9","2","0","3.91","41","157","100","0","0","1","1","36","1","0","0","0","0","0","2","3","Ted Barrett","A.Webster (99-30-L), F.Morales (99), A.Wilson (99)","BOS",2013
"78","78","Jun 23","@","DET","L,5-7","8.0","8","7","3","4","7","4","0","1","3.91","41","167","99","8","4","0","1","31","2","0","1","1","1","3","1","6","Alfonso Marquez","F.Doubront (99-47), J.Tazawa (99-H), A.Bailey (99-H), A.Miller (99-BL), A.Wilson (99), C.Breslow (99)","BOS",2013
"79","79","Jun 25","","COL","W,11-4","9.0","12","4","4","0","2","6","1","0","3.91","41","163","107","1","1","0","0","39","2","1","0","0","0","1","1","4","Fieldin Culbreth","R.Dempster (99-54-W), A.Wilson (99), C.Breslow (99), P.Beato (99)","BOS",2013
"80","80","Jun 26","","COL","W,5-3","9.0","9","3","3","0","0","15","2","0","3.90","36","119","90","0","0","1","0","36","2","0","0","0","0","0","0","3","Bill Welke","J.Lackey (99-65-W), J.Tazawa (99-H), K.Uehara (99-Sv)","BOS",2013
"81","81","Jun 27","","TOR","W,7-4","9.0","5","4","4","0","3","7","0","0","3.90","33","120","74","3","2","0","0","29","1","0","0","0","1","0","2","3","Mike Everitt","J.Lester (99-53-W), J.Tazawa (99-H), K.Uehara (99-Sv)","BOS",2013
"82","82","Jun 28","","TOR","W,7-5","9.0","8","5","5","0","2","8","1","0","3.91","37","146","92","0","0","2","0","33","0","0","0","0","2","1","1","4","Bruce Dreckman","A.Webster (99-45), A.Bailey (99-BSv), A.Miller (99-W), K.Uehara (99-Sv)","BOS",2013
"83","83","Jun 29","","TOR","L,2-6","9.0","10","6","4","2","3","7","2","0","3.91","38","148","95","1","0","3","1","35","2","1","0","0","0","1","1","4","Dan Bellino","F.Doubront (99-58), A.Wilson (99), J.Tazawa (99-L), C.Breslow (99)","BOS",2013
"84","84","Jun 30","","TOR","W,5-4","9.0","11","4","4","0","4","6","2","0","3.91","41","149","95","4","0","1","0","37","0","0","0","0","0","0","1","5","Tim Welke","R.Dempster (99-45), C.Breslow (99-H), A.Wilson (99-H), A.Miller (99-H), K.Uehara (99-BW)","BOS",2013
"85","85","Jul 2","","SDP","W,4-1","9.0","6","1","1","0","1","8","1","0","3.88","34","116","83","0","0","2","0","33","3","0","0","0","0","0","0","2","Paul Nauert","J.Lackey (99-71-W), K.Uehara (99-Sv)","BOS",2013
"86","86","Jul 3","","SDP","W,2-1","9.0","6","1","1","0","2","8","0","0","3.85","34","136","93","0","0","0","0","32","2","0","0","0","0","0","1","3","Doug Eddings","J.Lester (99-65), J.Tazawa (99), K.Uehara (99-W)","BOS",2013
"87","87","Jul 4","","SDP","W,8-2","9.0","7","2","2","0","5","7","0","1","3.82","39","141","81","0","0","0","0","32","3","0","0","0","1","0","0","4","Dana DeMuth","A.Webster (99-54-W), A.Bailey (99), A.Wilson (99), C.Breslow (99)","BOS",2013
"88","88","Jul 5","@","LAA","W,6-2","9.0","6","2","2","0","2","7","1","0","3.80","34","123","82","1","0","0","0","32","2","1","0","0","0","0","1","4","Laz Diaz","F.Doubront (99-59-W), C.Breslow (99-H), J.Tazawa (99-H), K.Uehara (99)","BOS",2013
"89","89","Jul 6","@","LAA","L,7-9","10.1","17","9","7","2","2","10","3","1","3.83","49","182","129","6","3","0","1","46","3","0","0","0","0","1","1","6","Tim Timmons","R.Dempster (99-51), A.Miller (99), A.Bailey (99-H), A.Wilson (99), K.Uehara (99-BSv), C.Breslow (99-L)","BOS",2013
"90","90","Jul 7","@","LAA","L,0-3","8.0","7","3","3","0","2","9","2","0","3.83","32","129","76","1","0","3","1","29","1","1","0","0","1","0","0","3","Mike Winters","J.Lackey (99-67-L), J.Tazawa (99), A.Aceves (99)","BOS",2013
"91","91","Jul 8","@","SEA","L,4-11","8.0","15","11","11","0","5","11","1","1","3.91","45","188","117","3","3","0","0","39","6","0","0","0","0","0","0","3","Ed Hickox","J.Lester (99-33-L), A.Wilson (99), J.De La Torre (99)","BOS",2013
"92","92","Jul 9","@","SEA","W,11-8","9.0","13","8","8","0","2","6","2","0","3.96","41","159","97","2","1","0","0","39","2","1","0","0","0","0","1","6","Jim Joyce","A.Webster (99-17), A.Aceves (99), C.Breslow (99-W), A.Bailey (99-H), J.Tazawa (99), K.Uehara (99-Sv)","BOS",2013
"93","93","Jul 10","@","SEA","W,11-4","9.0","9","4","4","0","2","10","1","0","3.96","38","154","98","0","0","0","0","36","5","0","0","0","0","0","0","2","Cory Blaser","F.Doubront (99-67-W), B.Workman (99)","BOS",2013
"94","94","Jul 11","@","SEA","W,8-7","10.0","12","7","4","3","3","9","1","1","3.95","46","187","123","2","1","1","0","42","1","0","0","0","0","2","2","3","Jeff Nelson","R.Dempster (99-23), S.Wright (99-W), K.Uehara (99-Sv)","BOS",2013
"95","95","Jul 12","@","OAK","W,4-2","9.0","3","2","2","0","5","10","1","1","3.93","35","144","90","0","0","2","0","29","1","0","0","0","0","0","1","3","CB Bucknor","J.Lackey (99-64-W), A.Bailey (99-H), K.Uehara (99-Sv)","BOS",2013
"96","96","Jul 13","@","OAK","L,0-3","8.0","8","3","3","0","3","6","1","0","3.93","33","131","85","2","1","0","0","30","0","0","0","0","0","0","2","2","Adam Hamari","J.Lester (99-50-L), J.Tazawa (99)","BOS",2013
"97","97","Jul 14","@","OAK","L,2-3","10.2","5","3","3","0","4","8","1","0","3.91","39","165","98","0","0","0","2","34","0","0","0","1","0","0","0","4","Todd Tichenor","B.Workman (99-65), C.Breslow (99), K.Uehara (99), M.Thornton (99-L)","BOS",2013
"98","98","Jul 19","","NYY","W,4-2","9.0","5","2","1","1","4","6","0","0","3.88","35","124","80","0","0","2","0","31","3","0","0","0","0","0","1","4","Mike Everitt","F.Doubront (99-63-W), J.Tazawa (99-H), C.Breslow (99-H), K.Uehara (99-Sv)","BOS",2013
"99","99","Jul 20","","NYY","L,2-5","9.0","12","5","4","1","0","7","0","1","3.88","39","133","87","4","3","2","1","36","4","0","0","1","1","1","0","4","Tim Welke","J.Lackey (99-44-L), M.Thornton (99), P.Beato (99), D.Britton (99)","BOS",2013
"100","100","Jul 21","","NYY","W,8-7","11.0","13","7","4","3","7","8","0","1","3.87","52","202","127","4","3","3","1","44","0","0","0","0","0","1","2","7","Paul Emmel","R.Dempster (99-40), C.Breslow (99-H), J.Tazawa (99-BSv), M.Thornton (99), K.Uehara (99), D.Britton (99), P.Beato (99-W)","BOS",2013
"101","101","Jul 22","","TBR","L,0-3","9.0","8","3","3","0","4","7","0","0","3.87","38","157","99","2","0","2","0","31","0","0","0","1","2","0","0","3","Manny Gonzalez","B.Workman (99-52-L), J.De La Torre (99), C.Breslow (99)","BOS",2013
"102","102","Jul 23","","TBR","W,6-2","9.0","7","2","2","0","0","13","2","0","3.85","34","129","88","2","0","0","0","34","2","0","0","0","0","0","0","4","Tony Randazzo","J.Lester (99-59-W), M.Thornton (99-H), J.Tazawa (99-H), K.Uehara (99)","BOS",2013
"103","103","Jul 24","","TBR","L,1-5","9.0","11","5","5","0","2","5","0","0","3.86","40","139","91","2","1","3","0","36","0","0","0","1","1","0","1","4","Larry Vanover","F.Doubront (99-53-L), P.Beato (99), M.Thornton (99), D.Britton (99)","BOS",2013
"104","104","Jul 26","@","BAL","L,0-6","8.0","10","6","6","0","1","4","4","0","3.88","35","128","78","0","0","0","0","34","0","1","0","0","0","1","0","3","Laz Diaz","J.Lackey (99-36-L), D.Britton (99), J.De La Torre (99)","BOS",2013
"105","105","Jul 27","@","BAL","W,7-3","9.0","8","3","2","1","3","5","0","1","3.87","39","151","93","2","1","0","0","35","1","0","0","0","0","1","1","4","Tim Timmons","R.Dempster (99-50-W), C.Breslow (99), J.Tazawa (99), K.Uehara (99)","BOS",2013
"106","106","Jul 28","@","BAL","W,5-0","9.0","5","0","0","0","2","9","0","0","3.83","33","123","81","0","0","0","0","31","0","0","0","0","0","1","2","3","Mike Estabrook","J.Lester (99-75-W), M.Thornton (99), P.Beato (99)","BOS",2013
"107","107","Jul 29","","TBR","L,1-2","9.0","9","2","2","0","5","10","0","1","3.81","39","164","92","1","0","1","0","33","2","0","0","0","0","0","3","4","Jerry Meals","F.Doubront (99-44-L), J.De La Torre (99), D.Britton (99), K.Uehara (99)","BOS",2013
"108","108","Jul 30","","SEA","W,8-2","9.0","8","2","2","0","2","12","0","0","3.79","37","153","102","0","0","0","0","35","1","0","0","0","0","0","0","4","Chris Conroy","B.Workman (99-64-W), C.Breslow (99), M.Thornton (99), P.Beato (99)","BOS",2013
"109","109","Jul 31","","SEA","W,5-4","15.0","16","4","4","0","3","12","1","0","3.77","61","202","144","0","0","1","0","57","2","0","0","0","1","0","2","6","Gary Darling","J.Lackey (99-54), J.Tazawa (99-BSv), K.Uehara (99), M.Thornton (99), C.Breslow (99), D.Britton (99-W)","BOS",2013
"110","110","Aug 1","","SEA","W,8-7","9.0","11","7","7","0","6","8","1","0","3.80","43","151","96","0","0","1","0","37","1","2","0","0","0","0","0","2","David Rackley","R.Dempster (99-27), S.Wright (99-W)","BOS",2013
"111","111","Aug 2","","ARI","L,6-7","9.0","16","7","7","0","0","9","2","0","3.83","43","166","111","1","0","1","0","43","5","0","0","0","0","0","0","4","Jeff Kellogg","J.Lester (99-23), M.Thornton (99), P.Beato (99-L), J.Tazawa (99)","BOS",2013
"112","112","Aug 3","","ARI","W,5-2","9.0","6","2","2","0","3","8","1","1","3.82","34","128","83","4","1","0","1","30","0","0","0","0","0","0","1","4","Eric Cooper","J.Peavy (99-66-W), C.Breslow (99), J.Tazawa (99-H), K.Uehara (99-Sv)","BOS",2013
"113","113","Aug 4","","ARI","W,4-0","9.0","8","0","0","0","0","7","0","0","3.78","34","124","79","1","0","0","0","34","0","0","0","0","0","1","1","4","Paul Schrieber","F.Doubront (99-72-W), M.Thornton (99), D.Britton (99), K.Uehara (99)","BOS",2013
"114","114","Aug 5","@","HOU","L,0-2","8.0","8","2","2","0","3","12","0","0","3.77","33","134","84","2","1","6","2","29","2","0","0","1","0","0","0","3","Dan Iassogna","J.Lackey (99-56-L), J.Tazawa (99), C.Breslow (99)","BOS",2013
"115","115","Aug 6","@","HOU","W,15-10","9.0","11","10","10","0","4","8","3","1","3.82","41","174","104","2","0","2","1","35","0","1","0","1","0","0","1","4","Brian Knight","S.Wright (99-38), B.Workman (99-W), D.Britton (99-H), R.De La Rosa (99)","BOS",2013
"116","116","Aug 7","@","HOU","W,7-5","9.0","8","5","5","0","0","12","1","0","3.83","34","128","92","0","0","0","0","33","3","0","0","0","1","0","1","3","Mark Carlson","R.Dempster (99-45), J.Tazawa (99-W), K.Uehara (99-Sv)","BOS",2013
"117","117","Aug 8","@","KCR","L,1-5","8.0","7","5","3","2","2","4","2","0","3.83","34","138","89","0","0","1","1","31","1","0","0","0","1","2","0","2","Jerry Layne","J.Lester (99-61-L), R.De La Rosa (99)","BOS",2013
"118","118","Aug 9","@","KCR","L,6-9","8.0","16","9","9","0","3","2","2","0","3.88","41","166","104","3","3","0","0","37","1","0","0","0","1","0","1","4","Hunter Wendelstedt","J.Peavy (99-22), D.Britton (99-BL), P.Beato (99), C.Breslow (99)","BOS",2013
"119","119","Aug 10","@","KCR","W,5-3","9.0","10","3","3","0","4","8","0","0","3.87","40","159","107","3","1","2","0","36","4","0","0","0","0","0","1","5","Alan Porter","F.Doubront (99-37), B.Workman (99-W), C.Breslow (99-H), J.Tazawa (99-H), K.Uehara (99-Sv)","BOS",2013
"120","120","Aug 11","@","KCR","L,3-4","8.0","9","4","4","0","4","6","1","0","3.88","35","137","84","0","0","3","0","30","2","0","1","1","0","0","1","2","Greg Gibson","J.Lackey (99-50-L), D.Britton (99)","BOS",2013
"121","121","Aug 13","@","TOR","W,4-2","11.0","6","2","2","0","3","8","1","0","3.85","40","148","91","2","0","0","0","37","1","0","1","0","0","0","1","4","Tom Hallion","R.Dempster (99-67), J.Tazawa (99-BSv), C.Breslow (99), K.Uehara (99-W)","BOS",2013
"122","122","Aug 14","@","TOR","L,3-4","9.1","8","4","3","1","4","7","0","1","3.84","41","169","103","1","0","1","0","36","6","0","1","0","0","1","1","2","Phil Cuzzi","J.Lester (99-52), B.Workman (99-L)","BOS",2013
"123","123","Aug 15","@","TOR","L,1-2","8.0","6","2","2","0","0","5","0","0","3.83","30","130","84","3","1","1","0","29","1","0","0","0","1","0","0","4","Chris Guccione","J.Peavy (99-58-L), C.Breslow (99), J.Tazawa (99), R.De La Rosa (99)","BOS",2013
"124","124","Aug 16","","NYY","L,3-10","9.0","15","10","9","1","4","8","2","1","3.87","46","173","108","1","0","3","0","40","0","1","0","1","0","2","1","4","Bill Welke","F.Doubront (99-22-L), R.De La Rosa (99), F.Morales (99), D.Britton (99)","BOS",2013
"125","125","Aug 17","","NYY","W,6-1","9.0","8","1","1","0","3","4","0","1","3.85","36","141","93","1","0","2","1","32","2","0","0","0","0","0","1","4","Adrian Johnson","J.Lackey (99-56-W), C.Breslow (99), J.Tazawa (99), K.Uehara (99)","BOS",2013
"126","126","Aug 18","","NYY","L,6-9","9.0","17","9","9","0","1","6","1","4","3.89","49","187","118","8","4","4","0","43","2","1","0","0","1","0","0","6","Brian O'Nora","R.Dempster (99-24-L), D.Britton (99-BSv), B.Workman (99), F.Morales (99), J.Tazawa (99), R.De La Rosa (99)","BOS",2013
"127","127","Aug 19","@","SFG","W,7-0","9.0","6","0","0","0","2","5","0","0","3.86","34","125","84","2","0","0","0","32","0","0","0","0","0","1","2","2","Tim Welke","J.Lester (99-72-W), B.Workman (99)","BOS",2013
"128","128","Aug 20","@","SFG","L,2-3","8.2","8","3","3","0","3","6","0","1","3.86","38","148","91","4","1","0","0","33","1","2","0","0","1","0","0","5","Mike Everitt","J.Peavy (99-58), C.Breslow (99-H), J.Tazawa (99-BSv), F.Morales (99-L), B.Villarreal (99)","BOS",2013
"129","129","Aug 21","@","SFG","W,12-1","9.0","5","1","1","0","1","4","1","0","3.83","31","120","74","0","0","0","1","30","0","0","0","0","0","0","1","2","Dan Bellino","F.Doubront (99-70-W), K.Uehara (99)","BOS",2013
"130","130","Aug 23","@","LAD","L,0-2","8.0","3","2","2","0","0","6","1","0","3.82","27","97","69","","","2","0","27","0","0","0","0","0","0","0","1","Gerry Davis","J.Lackey (99-74-L)","BOS",2013
"131","131","Aug 24","@","LAD","W,4-2","9.0","5","2","2","0","5","8","0","0","3.81","35","134","86","5","2","0","0","29","1","0","0","1","0","1","0","4","Dan Iassogna","J.Lester (99-70-W), J.Tazawa (99), C.Breslow (99), K.Uehara (99-Sv)","BOS",2013
"132","132","Aug 25","@","LAD","W,8-1","9.0","3","1","1","0","1","5","1","0","3.79","31","111","77","","","0","0","29","0","0","0","1","0","0","0","1","Brian Knight","J.Peavy (99-81-W)","BOS",2013
"133","133","Aug 27","","BAL","W,13-2","9.0","4","2","2","0","1","8","0","1","3.77","33","129","82","1","0","0","0","30","0","0","0","0","1","0","0","3","Wally Bell","F.Doubront (99-64-W), M.Thornton (99), D.Britton (99)","BOS",2013
"134","134","Aug 28","","BAL","W,4-3","9.0","7","3","3","0","1","6","2","0","3.77","34","112","82","0","0","1","1","33","2","0","0","0","0","0","0","3","Marvin Hudson","J.Lackey (99-55), C.Breslow (99-W), K.Uehara (99-Sv)","BOS",2013
"135","135","Aug 29","","BAL","L,2-3","9.0","7","3","3","0","6","6","0","0","3.76","40","178","107","2","0","0","0","34","4","0","0","0","0","0","0","4","Tim McClelland","J.Lester (99-51-L), M.Thornton (99), B.Workman (99), C.Breslow (99)","BOS",2013
"136","136","Aug 30","","CHW","W,4-3","9.0","6","3","3","0","3","7","1","0","3.76","35","127","82","1","1","1","0","32","1","1","0","0","0","0","1","4","Dana DeMuth","R.Dempster (99-53-W), J.Tazawa (99-H), F.Morales (99-H), K.Uehara (99-Sv)","BOS",2013
"137","137","Aug 31","","CHW","W,7-2","9.0","5","2","2","0","2","6","0","0","3.74","34","136","84","0","0","3","0","32","0","0","0","0","0","0","0","3","Paul Nauert","J.Peavy (99-62-W), C.Breslow (99), D.Britton (99)","BOS",2013
"September","September","September","","Opp","Rslt","IP","H","R","ER","UER","BB","SO","HR","HBP","ERA","BF","Pit","Str","IR","IS","SB","CS","AB","2B","3B","IBB","SH","SF","ROE","GDP","#","Umpire","Pitchers Used (Rest-GameScore-Dec)","BOS",2013
"138","138","Sep 1","","CHW","W,7-6","9.0","11","6","6","0","3","8","1","0","3.76","40","178","121","3","0","3","1","36","1","0","0","0","1","0","0","6","Angel Hernandez","F.Doubront (99-34), B.Workman (99-W), F.Morales (99-H), J.Tazawa (99-H), C.Breslow (99-H), K.Uehara (99-Sv)","BOS",2013
"139","139","Sep 2","","DET","L,0-3","9.0","8","3","3","0","1","6","0","0","3.76","35","126","84","2","1","1","0","33","3","1","0","0","1","0","1","2","Eric Cooper","J.Lackey (99-56-L), M.Thornton (99)","BOS",2013
"140","140","Sep 3","","DET","W,2-1","9.0","9","1","1","0","0","12","0","0","3.74","36","134","95","1","0","0","0","36","2","0","0","0","0","1","0","5","Paul Schrieber","J.Lester (99-66-W), B.Workman (99-H), C.Breslow (99-H), J.Tazawa (99-H), K.Uehara (99-Sv)","BOS",2013
"141","141","Sep 4","","DET","W,20-4","9.0","8","4","4","0","2","11","1","0","3.74","37","141","94","0","0","0","0","35","1","0","0","0","0","0","0","4","Jeff Kellogg","R.Dempster (99-49-W), B.Workman (99), F.Morales (99), R.De La Rosa (99)","BOS",2013
"142","142","Sep 5","@","NYY","W,9-8","10.0","10","8","8","0","5","10","0","0","3.76","44","184","122","4","4","6","1","39","4","0","0","0","0","0","0","5","Rob Drake","J.Peavy (99-45), M.Thornton (99), J.Tazawa (99-BSv), C.Breslow (99-W), K.Uehara (99-Sv)","BOS",2013
"143","143","Sep 6","@","NYY","W,12-8","9.0","7","8","8","0","8","9","1","0","3.79","40","160","93","2","0","0","1","31","1","2","0","0","1","0","0","5","Joe West","F.Doubront (99-27), R.De La Rosa (99), B.Workman (99-W), F.Morales (99), K.Uehara (99)","BOS",2013
"144","144","Sep 7","@","NYY","W,13-9","9.0","12","9","9","0","5","6","0","1","3.83","45","158","103","3","1","0","0","38","4","0","0","1","0","0","0","5","Sam Holbrook","J.Lackey (99-28-W), M.Thornton (99), D.Britton (99), J.Tazawa (99-H), C.Breslow (99)","BOS",2013
"145","145","Sep 8","@","NYY","L,3-4","8.2","11","4","4","0","1","7","0","1","3.83","38","133","88","0","0","1","0","36","2","0","0","0","0","0","1","2","Andy Fletcher","J.Lester (99-55), B.Workman (99-L)","BOS",2013
"146","146","Sep 10","@","TBR","W,2-0","9.0","4","0","0","0","3","9","0","0","3.81","31","134","81","1","0","0","2","28","1","0","0","0","0","0","1","4","Angel Hernandez","C.Buchholz (99-66-W), C.Breslow (99-H), J.Tazawa (99-H), K.Uehara (99-Sv)","BOS",2013
"147","147","Sep 11","@","TBR","W,7-3","10.0","6","3","3","0","7","14","1","1","3.80","43","193","114","0","0","0","0","35","4","0","0","0","0","0","1","5","Vic Carapazza","R.Dempster (99-57), F.Morales (99-H), B.Workman (99-BSv), K.Uehara (99-W), J.Tazawa (99)","BOS",2013
"148","148","Sep 12","@","TBR","L,3-4","8.0","6","4","4","0","6","4","1","0","3.80","35","139","83","2","0","0","1","29","3","1","0","0","0","1","1","4","Lance Barksdale","J.Peavy (99-51), D.Britton (99), R.De La Rosa (99-L), M.Thornton (99)","BOS",2013
"149","149","Sep 13","","NYY","W,8-4","9.0","8","4","4","0","1","5","1","0","3.80","37","122","85","4","2","1","0","35","3","0","0","0","1","1","0","5","Ted Barrett","J.Lackey (99-46), C.Breslow (99-BSv), B.Workman (99-W), J.Tazawa (99), K.Uehara (99)","BOS",2013
"150","150","Sep 14","","NYY","W,5-1","9.0","3","1","1","0","2","5","0","0","3.78","32","128","88","0","0","0","0","30","1","1","0","0","0","0","0","2","Mike DiMuro","J.Lester (99-75-W), F.Morales (99)","BOS",2013
"151","151","Sep 15","","NYY","W,9-2","9.0","5","2","1","1","5","6","0","1","3.77","35","134","83","0","0","0","0","29","0","0","0","0","0","0","3","4","Ron Kulpa","C.Buchholz (99-65-W), M.Thornton (99), C.Breslow (99), A.Webster (99)","BOS",2013
"152","152","Sep 17","","BAL","L,2-3","9.0","6","3","3","0","4","7","1","0","3.76","36","143","91","2","0","0","0","31","2","1","0","0","1","0","1","4","Mike Winters","R.Dempster (99-59), B.Workman (99), C.Breslow (99), K.Uehara (99-L)","BOS",2013
"153","153","Sep 18","","BAL","L,3-5","12.0","10","5","5","0","2","10","0","1","3.76","48","187","127","1","0","0","0","45","3","0","1","0","0","0","0","5","Laz Diaz","J.Peavy (99-60), C.Breslow (99), J.Tazawa (99), K.Uehara (99), F.Morales (99-L)","BOS",2013
"154","154","Sep 19","","BAL","W,3-1","9.0","2","1","1","0","2","8","1","0","3.74","31","113","82","","","0","0","29","0","0","0","0","0","0","0","1","Mark Wegner","J.Lackey (99-85-W)","BOS",2013
"155","155","Sep 20","","TOR","W,6-3","9.0","10","3","3","0","2","10","1","0","3.74","39","169","112","1","0","2","1","37","1","0","0","0","0","2","1","3","Larry Vanover","J.Lester (99-69-W), J.Tazawa (99), K.Uehara (99-Sv)","BOS",2013
"156","156","Sep 21","","TOR","L,2-4","9.0","9","4","3","1","5","4","0","0","3.73","38","174","104","2","0","0","3","32","1","0","0","1","0","0","0","5","Manny Gonzalez","C.Buchholz (99-50-L), D.Britton (99), R.Dempster (99), M.Thornton (99), R.De La Rosa (99)","BOS",2013
"157","157","Sep 22","","TOR","W,5-2","9.0","6","2","2","0","3","4","1","0","3.72","34","128","83","0","0","1","0","31","0","0","0","0","0","0","2","3","Eric Cooper","F.Doubront (99-61-W), F.Morales (99-H), K.Uehara (99-Sv)","BOS",2013
"158","158","Sep 24","@","COL","L,3-8","8.0","11","8","8","0","4","6","3","0","3.75","39","134","82","2","1","2","0","35","2","0","0","0","0","0","0","5","Sam Holbrook","J.Lackey (99-48-L), D.Britton (99), B.Workman (99), F.Morales (99), R.De La Rosa (99)","BOS",2013
"159","159","Sep 25","@","COL","W,15-5","9.0","10","5","5","0","4","7","1","0","3.76","38","137","93","1","0","1","0","33","3","0","0","0","1","0","1","5","Andy Fletcher","J.Peavy (99-37-W), J.Tazawa (99), F.Morales (99), C.Breslow (99), R.Dempster (99)","BOS",2013
"160","160","Sep 27","@","BAL","W,12-3","9.0","8","3","3","0","1","6","2","0","3.76","35","147","98","0","0","0","0","34","0","0","0","0","0","0","1","3","Adrian Johnson","C.Buchholz (99-55-W), C.Breslow (99), K.Uehara (99)","BOS",2013
"161","161","Sep 28","@","BAL","L,5-6","8.0","12","6","6","0","2","8","1","0","3.77","37","149","100","3","2","0","0","35","2","0","0","0","0","0","1","5","Bill Welke","J.Lester (99-35), M.Thornton (99), J.Tazawa (99-L), F.Morales (99-BSv), B.Workman (99)","BOS",2013
"162","162","Sep 29","@","BAL","L,6-7","8.0","10","7","7","0","6","6","0","0","3.79","39","159","106","4","2","0","0","33","5","0","0","0","0","0","1","7","Brian O'Nora","A.Webster (99-58), F.Doubront (99), R.De La Rosa (99-L), M.Thornton (99), R.Dempster (99), C.Breslow (99), K.Uehara (99)","BOS",2013
"1","1","Mar 31","@","BAL","L,1-2","8.0","6","2","2","0","1","9","1","0","2.25","29","117","83","0","0","0","0","28","0","0","0","0","0","0","2","2","Dana DeMuth","J.Lester (99-64-L), J.Tazawa (99)","BOS",2014
"2","2","Apr 2","@","BAL","W,6-2","9.0","6","2","2","0","1","9","1","0","2.12","35","139","102","0","0","0","0","34","0","0","0","0","0","1","0","4","Ron Kulpa","J.Lackey (99-63-W), E.Mujica (99), J.Tazawa (99), K.Uehara (99)","BOS",2014
"3","3","Apr 3","@","BAL","W,4-3","9.0","9","3","3","0","2","8","0","0","2.42","37","121","84","1","1","0","0","35","2","0","0","0","0","0","1","5","Ed Hickox","F.Doubront (99-47-W), B.Workman (99-H), C.Capuano (99-H), J.Tazawa (99-H), K.Uehara (99-Sv)","BOS",2014
